"Card Name","Card Description","Labels","Members","Due Date","List Name"
"🔗 Free W1: Kumparan","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 11 Maret 2026 (Rabu)
• Week: 1

🌐 PLATFORM INFO
• Platform: Kumparan
• URL: kumparan.com
• DA: 73
• Akses: Contributor Program
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""toko organizer online"" → https://www.sesoris.com/shop
Anchor Text 2: ""jual organizer rumah"" → https://www.sesoris.com/shop

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Kumparan:

TOPIK: Tips Menata Rumah Minimalis
PLATFORM: Kumparan (Contributor Program)
KEYWORDS: rumah minimalis, tips menata, organisasi rumah

SISIPKAN LINK NATURAL:
Link 1: ""toko organizer online"" → https://www.sesoris.com/shop
Link 2: ""jual organizer rumah"" → https://www.sesoris.com/shop

TONE: Sesuai Kumparan - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Kumparan
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-03-11","Inbox"
"🔗 Free W2: Kompasiana","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 18 Maret 2026 (Rabu)
• Week: 2

🌐 PLATFORM INFO
• Platform: Kompasiana
• URL: kompasiana.com
• DA: 83
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""jual organizer rumah"" → https://www.sesoris.com/shop
Anchor Text 2: ""produk home organization"" → https://www.sesoris.com/shop

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Kompasiana:

TOPIK: Solusi Penyimpanan Dapur Kecil
PLATFORM: Kompasiana (Open registration)
KEYWORDS: dapur kecil, penyimpanan dapur, kitchen organizer

SISIPKAN LINK NATURAL:
Link 1: ""jual organizer rumah"" → https://www.sesoris.com/shop
Link 2: ""produk home organization"" → https://www.sesoris.com/shop

TONE: Sesuai Kompasiana - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Kompasiana
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-03-18","Inbox"
"🔗 Free W3: IDN Times Community","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 25 Maret 2026 (Rabu)
• Week: 3

🌐 PLATFORM INFO
• Platform: IDN Times Community
• URL: idntimes.com
• DA: 82
• Akses: Community Program
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""produk home organization"" → https://www.sesoris.com/shop
Anchor Text 2: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk IDN Times Community:

TOPIK: Sustainable Living di Indonesia
PLATFORM: IDN Times Community (Community Program)
KEYWORDS: sustainable living, ramah lingkungan, eco-friendly

SISIPKAN LINK NATURAL:
Link 1: ""produk home organization"" → https://www.sesoris.com/shop
Link 2: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining

TONE: Sesuai IDN Times Community - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar IDN Times Community
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-03-25","Inbox"
"🔗 Free W4: Indonesiana (Tempo)","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 1 April 2026 (Rabu)
• Week: 4

🌐 PLATFORM INFO
• Platform: Indonesiana (Tempo)
• URL: indonesiana.id
• DA: 31
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining
Anchor Text 2: ""storage solution terbaik"" → https://www.sesoris.com/shop

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Indonesiana (Tempo):

TOPIK: Panduan Memilih Storage Box
PLATFORM: Indonesiana (Tempo) (Open registration)
KEYWORDS: storage box, kotak penyimpanan, kontainer

SISIPKAN LINK NATURAL:
Link 1: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining
Link 2: ""storage solution terbaik"" → https://www.sesoris.com/shop

TONE: Sesuai Indonesiana (Tempo) - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Indonesiana (Tempo)
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-04-01","Inbox"
"🔗 Free W5: LinkedIn Articles","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 8 April 2026 (Rabu)
• Week: 5

🌐 PLATFORM INFO
• Platform: LinkedIn Articles
• URL: linkedin.com
• DA: 99
• Akses: Direct publish
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""storage solution terbaik"" → https://www.sesoris.com/shop
Anchor Text 2: ""kunjungi Sesoris"" → https://www.sesoris.com

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk LinkedIn Articles:

TOPIK: Dekorasi Rumah Modern Budget
PLATFORM: LinkedIn Articles (Direct publish)
KEYWORDS: dekorasi rumah, home decor, budget friendly

SISIPKAN LINK NATURAL:
Link 1: ""storage solution terbaik"" → https://www.sesoris.com/shop
Link 2: ""kunjungi Sesoris"" → https://www.sesoris.com

TONE: Sesuai LinkedIn Articles - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar LinkedIn Articles
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-04-08","Inbox"
"🔗 Free W6: Medium Indonesia","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 15 April 2026 (Rabu)
• Week: 6

🌐 PLATFORM INFO
• Platform: Medium Indonesia
• URL: medium.com
• DA: 96
• Akses: Direct publish
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""kunjungi Sesoris"" → https://www.sesoris.com
Anchor Text 2: ""lihat koleksi"" → https://www.sesoris.com/shop

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Medium Indonesia:

TOPIK: Produktivitas dengan Desk Organization
PLATFORM: Medium Indonesia (Direct publish)
KEYWORDS: desk organizer, meja kerja rapi, produktivitas

SISIPKAN LINK NATURAL:
Link 1: ""kunjungi Sesoris"" → https://www.sesoris.com
Link 2: ""lihat koleksi"" → https://www.sesoris.com/shop

TONE: Sesuai Medium Indonesia - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Medium Indonesia
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-04-15","Inbox"
"🔗 Free W7: Good News Indonesia","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 22 April 2026 (Rabu)
• Week: 7

🌐 PLATFORM INFO
• Platform: Good News Indonesia
• URL: goodnewsfromindonesia.id
• DA: 70
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""lihat koleksi"" → https://www.sesoris.com/shop
Anchor Text 2: ""baca selengkapnya"" → https://www.sesoris.com/blog

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Good News Indonesia:

TOPIK: Travel Packing Tips & Organizer
PLATFORM: Good News Indonesia (Open registration)
KEYWORDS: travel organizer, packing tips, tas organizer

SISIPKAN LINK NATURAL:
Link 1: ""lihat koleksi"" → https://www.sesoris.com/shop
Link 2: ""baca selengkapnya"" → https://www.sesoris.com/blog

TONE: Sesuai Good News Indonesia - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Good News Indonesia
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-04-22","Inbox"
"🔗 Free W8: Retizen Republika","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 29 April 2026 (Rabu)
• Week: 8

🌐 PLATFORM INFO
• Platform: Retizen Republika
• URL: republika.co.id/retizen
• DA: 86
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""baca selengkapnya"" → https://www.sesoris.com/blog
Anchor Text 2: ""tips rumah rapi"" → https://www.sesoris.com/blog

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Retizen Republika:

TOPIK: Tren Home Organization 2026
PLATFORM: Retizen Republika (Open registration)
KEYWORDS: home organization, tren rumah, organizer, penyimpanan

SISIPKAN LINK NATURAL:
Link 1: ""baca selengkapnya"" → https://www.sesoris.com/blog
Link 2: ""tips rumah rapi"" → https://www.sesoris.com/blog

TONE: Sesuai Retizen Republika - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Retizen Republika
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-04-29","Inbox"
"🔗 Free W9: Kumparan","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 6 Mei 2026 (Rabu)
• Week: 9

🌐 PLATFORM INFO
• Platform: Kumparan
• URL: kumparan.com
• DA: 73
• Akses: Contributor Program
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""tips rumah rapi"" → https://www.sesoris.com/blog
Anchor Text 2: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Kumparan:

TOPIK: Tips Menata Rumah Minimalis
PLATFORM: Kumparan (Contributor Program)
KEYWORDS: rumah minimalis, tips menata, organisasi rumah

SISIPKAN LINK NATURAL:
Link 1: ""tips rumah rapi"" → https://www.sesoris.com/blog
Link 2: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel

TONE: Sesuai Kumparan - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Kumparan
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-05-06","Inbox"
"🔗 Free W10: Kompasiana","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 13 Mei 2026 (Rabu)
• Week: 10

🌐 PLATFORM INFO
• Platform: Kompasiana
• URL: kompasiana.com
• DA: 83
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel
Anchor Text 2: ""Sesoris"" → https://www.sesoris.com

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Kompasiana:

TOPIK: Solusi Penyimpanan Dapur Kecil
PLATFORM: Kompasiana (Open registration)
KEYWORDS: dapur kecil, penyimpanan dapur, kitchen organizer

SISIPKAN LINK NATURAL:
Link 1: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel
Link 2: ""Sesoris"" → https://www.sesoris.com

TONE: Sesuai Kompasiana - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Kompasiana
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-05-13","Inbox"
"🔗 Free W11: IDN Times Community","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 20 Mei 2026 (Rabu)
• Week: 11

🌐 PLATFORM INFO
• Platform: IDN Times Community
• URL: idntimes.com
• DA: 82
• Akses: Community Program
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""Sesoris"" → https://www.sesoris.com
Anchor Text 2: ""sesoris.com"" → https://www.sesoris.com

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk IDN Times Community:

TOPIK: Sustainable Living di Indonesia
PLATFORM: IDN Times Community (Community Program)
KEYWORDS: sustainable living, ramah lingkungan, eco-friendly

SISIPKAN LINK NATURAL:
Link 1: ""Sesoris"" → https://www.sesoris.com
Link 2: ""sesoris.com"" → https://www.sesoris.com

TONE: Sesuai IDN Times Community - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar IDN Times Community
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-05-20","Inbox"
"🔗 Free W12: Indonesiana (Tempo)","📋 FREE BACKLINK CARD

📅 JADWAL
• Tanggal: 3 Juni 2026 (Rabu)
• Week: 12

🌐 PLATFORM INFO
• Platform: Indonesiana (Tempo)
• URL: indonesiana.id
• DA: 31
• Akses: Open registration
• Harga: GRATIS

🔗 LINK YANG DISISIPKAN

Anchor Text 1: ""sesoris.com"" → https://www.sesoris.com
Anchor Text 2: ""toko organizer online"" → https://www.sesoris.com/shop

📝 AI PROMPT (1000-1500 Kata):

```
Buatkan artikel untuk Indonesiana (Tempo):

TOPIK: Panduan Memilih Storage Box
PLATFORM: Indonesiana (Tempo) (Open registration)
KEYWORDS: storage box, kotak penyimpanan, kontainer

SISIPKAN LINK NATURAL:
Link 1: ""sesoris.com"" → https://www.sesoris.com
Link 2: ""toko organizer online"" → https://www.sesoris.com/shop

TONE: Sesuai Indonesiana (Tempo) - informatif, tidak promosi langsung
PANJANG: 1000-1500 kata

INFO SESORIS:
E-commerce home organization, Tagline: ""Hidup Lebih Teratur""
```

✅ CHECKLIST
☐ Login/daftar Indonesiana (Tempo)
☐ Generate artikel
☐ Review & edit
☐ Submit artikel
☐ Monitor approval
☐ Verify publication
☐ Document backlink URL
","Offpage","","2026-06-03","Inbox"
"📍 GBP Post Week 1: Produk Baru & Promo","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 1
Topic: Produk Baru & Promo

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Produk Baru & Promo
Deskripsi: Highlight produk baru atau promo spesial Sesoris

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-03-09","Inbox"
"📍 GBP Post Week 2: Tips Organisasi Rumah","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 2
Topic: Tips Organisasi Rumah

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Tips Organisasi Rumah
Deskripsi: Tips menata rumah dengan produk Sesoris

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-03-16","Inbox"
"📍 GBP Post Week 3: Customer Review Spotlight","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 3
Topic: Customer Review Spotlight

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Customer Review Spotlight
Deskripsi: Showcase review positif dari pelanggan

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-03-23","Inbox"
"📍 GBP Post Week 4: Behind the Scenes","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 4
Topic: Behind the Scenes

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Behind the Scenes
Deskripsi: Proses kurasi produk dan quality control Sesoris

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-03-30","Inbox"
"📍 GBP Post Week 5: Produk Baru & Promo","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 5
Topic: Produk Baru & Promo

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Produk Baru & Promo
Deskripsi: Highlight produk baru atau promo spesial Sesoris

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-04-06","Inbox"
"📍 GBP Post Week 6: Tips Organisasi Rumah","⏱️ DURASI: 30-45 menit

📌 GBP POST - WEEK 6
Topic: Tips Organisasi Rumah

📝 AI PROMPT:

```
Buatkan Google Business Profile post untuk Sesoris:

Topic: Tips Organisasi Rumah
Deskripsi: Tips menata rumah dengan produk Sesoris

Data Bisnis:
• Sesoris - ""Hidup Lebih Teratur""
• E-commerce Home Organization & Lifestyle
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Lokasi: Yogyakarta, Indonesia

Buatkan:
1. Caption engaging (max 1500 char)
2. Hook menarik di awal
3. CTA kuat (kunjungi website / WhatsApp)
4. Hashtags relevan (5-7)
5. Ide visual untuk Canva (1200x900px)

Tone: Friendly, inspiring, aesthetic
```

✅ CHECKLIST
☐ Create image di Canva (1200x900px)
☐ Write caption (max 1500 char)
☐ Include CTA + link
☐ Publish di GBP
☐ Monitor engagement
","Local SEO","","2026-04-13","Inbox"
